,GPU Name,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Bus Interface,Base Clock,Boost Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,L1 Cache,L2 Cache,Pixel Rate,Texture Rate,FP32 (float),FP64 (double),TDP,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,SMM Count,SM Count,Tensor Cores,RT Cores,L0 Cache,L3 Cache,Name
64,Skylake GT1,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",HD Graphics-M,Ring Bus,300 MHz,900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,96,12,3,,,,2.700 GPixel/s,10.80 GTexel/s,172.8 GFLOPS,43.20 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,HD Graphics 510 Mobile
65,Skylake GT2,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",HD Graphics-M,Ring Bus,300 MHz,800 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,2.400 GPixel/s,19.20 GTexel/s,307.2 GFLOPS,76.80 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,HD Graphics 515 Mobile
66,Skylake GT2,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",HD Graphics-M,Ring Bus,300 MHz,900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,2.700 GPixel/s,21.60 GTexel/s,345.6 GFLOPS,86.40 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,HD Graphics 520 Mobile
67,Skylake GT2,Generation 9.0,Intel,14 nm+,unknown,123 mm²,"Sep 1st, 2015",HD Graphics-M,Ring Bus,350 MHz,950 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,192,24,3,,,,2.850 GPixel/s,22.80 GTexel/s,364.8 GFLOPS,91.20 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,HD Graphics 530 Mobile
68,Skylake GT3e,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",HD Graphics-M,Ring Bus,300 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,6.000 GPixel/s,48.00 GTexel/s,768.0 GFLOPS,,15 W,12,4.6,3.0,1.3,6.4,,,,,,,Iris Graphics 540 Mobile
69,Skylake GT3e,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",HD Graphics-M,Ring Bus,300 MHz,1000 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,48,6,,,,6.000 GPixel/s,48.00 GTexel/s,768.0 GFLOPS,192.0 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,Iris Graphics 550 Mobile
70,Skylake GT4e,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",HD Graphics-M,Ring Bus,350 MHz,950 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,576,72,9,,,,8.550 GPixel/s,68.40 GTexel/s,"1,094 GFLOPS",273.6 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,Iris Pro Graphics 580 Mobile
71,Skylake GT4e,Generation 9.0,Intel,14 nm+,unknown,unknown,"Sep 1st, 2015",HD Graphics-WM,Ring Bus,350 MHz,1050 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,576,72,9,,,,9.450 GPixel/s,75.60 GTexel/s,"1,210 GFLOPS",302.4 GFLOPS,15 W,12,4.6,3.0,1.3,6.4,,,,,,,Iris Pro Graphics P580 Mobile
72,GK107,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Mar 21st, 2015",GeForce 800M,PCIe 3.0 x16,835 MHz,950 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,384,32,16,,16 KB (per SMX),256 KB,7.600 GPixel/s,30.40 GTexel/s,729.6 GFLOPS,30.40 GFLOPS,45 W,12,4.6,3.0,1.2.175,6.5 (5.1),,,,,,,GeForce 810M
73,GK107,Kepler,TSMC,28 nm,"1,270 million",118 mm²,"Mar 21st, 2015",GeForce 800M,PCIe 3.0 x16,,,901 MHz,2 GB,DDR3,128 bit,28.83 GB/s,384,32,16,,16 KB (per SMX),256 KB,6.480 GPixel/s,25.92 GTexel/s,622.1 GFLOPS,25.92 GFLOPS,45 W,12,4.6,3.0,1.2.175,6.5 (5.1),,,,,,,GeForce 820M
74,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Feb 7th, 2015",GeForce 800M,PCIe 3.0 x16,863 MHz,863 MHz,1001 MHz,2 GB,DDR3,64 bit,16.02 GB/s,512,32,16,,64 KB (per SMM),1024 KB,13.81 GPixel/s,27.62 GTexel/s,883.7 GFLOPS,27.62 GFLOPS,45 W,12,4.6,3.0,1.3,6.7 (5.1),4.0,,,,,,GeForce 845M
75,GM108,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Aug 26th, 2015",GeForce 800M,PCIe 3.0 x8,1071 MHz,1150 MHz,1253 MHz,2 GB,GDDR5,64 bit,40.10 GB/s,384,32,16,,64 KB (per SMM),1024 KB,18.40 GPixel/s,36.80 GTexel/s,883.2 GFLOPS,27.60 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 845M
76,GK208B,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Mar 13th, 2015",GeForce 900M,PCIe 3.0 x8,641 MHz,641 MHz,1001 MHz,2 GB,DDR3,64 bit,16.02 GB/s,384,32,8,,16 KB (per SMX),512 KB,5.128 GPixel/s,20.51 GTexel/s,492.3 GFLOPS,20.51 GFLOPS,33 W,12,4.6,3.0,1.2.175,6.5 (5.1),,,,,,,GeForce 910M
77,GK208B,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Mar 13th, 2015",GeForce 900A,PCIe 3.0 x8,954 MHz,954 MHz,1001 MHz,1024 MB,DDR3,64 bit,16.02 GB/s,384,32,8,,16 KB (per SMX),512 KB,7.632 GPixel/s,30.53 GTexel/s,732.7 GFLOPS,30.53 GFLOPS,33 W,12,4.6,3.0,1.2.175,6.5 (5.1),,,,,,,GeForce 920A
78,GK208B,Kepler 2.0,TSMC,28 nm,"1,020 million",87 mm²,"Mar 13th, 2015",GeForce 900M,PCIe 3.0 x8,954 MHz,954 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,384,32,8,,16 KB (per SMX),512 KB,7.632 GPixel/s,30.53 GTexel/s,732.7 GFLOPS,30.53 GFLOPS,33 W,12,4.6,3.0,1.2.175,6.5 (5.1),,,,,,,GeForce 920M
79,GM108,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 13th, 2015",GeForce 900A,PCIe 3.0 x8,928 MHz,941 MHz,1001 MHz,2 GB,DDR3,64 bit,16.02 GB/s,384,24,8,,64 KB (per SMM),1024 KB,7.528 GPixel/s,22.58 GTexel/s,722.7 GFLOPS,22.58 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 930A
80,GM108S,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 13th, 2015",GeForce 900M,PCIe 3.0 x8,549 MHz,549 MHz,800 MHz,2 GB,DDR3,64 bit,12.80 GB/s,384,24,8,,64 KB (per SMM),1024 KB,4.392 GPixel/s,13.18 GTexel/s,421.6 GFLOPS,13.18 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 930M
81,GM108S,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 13th, 2015",GeForce 900M,PCIe 3.0 x8,928 MHz,941 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,384,24,8,,64 KB (per SMM),1024 KB,7.528 GPixel/s,22.58 GTexel/s,722.7 GFLOPS,22.58 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 930M
82,GM108S,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 13th, 2015",GeForce 900A,PCIe 3.0 x8,1072 MHz,1176 MHz,1001 MHz,2 GB,DDR3,64 bit,16.02 GB/s,384,16,8,,64 KB (per SMM),1024 KB,9.408 GPixel/s,18.82 GTexel/s,903.2 GFLOPS,28.22 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 940A
83,GM108,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 13th, 2015",GeForce 900A,PCIe 3.0 x8,1029 MHz,1124 MHz,1001 MHz,1024 MB,DDR3,64 bit,16.02 GB/s,384,16,8,,64 KB (per SMM),1024 KB,8.992 GPixel/s,17.98 GTexel/s,863.2 GFLOPS,26.98 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 940A
84,GM108S,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 13th, 2015",GeForce 900M,PCIe 3.0 x8,1072 MHz,1176 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,384,24,8,,64 KB (per SMM),1024 KB,9.408 GPixel/s,28.22 GTexel/s,903.2 GFLOPS,28.22 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 940M
85,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Mar 13th, 2015",GeForce 900M,MXM-B (3.0),1020 MHz,1098 MHz,900 MHz,2 GB,DDR3,64 bit,14.40 GB/s,512,32,16,,64 KB (per SMM),2 MB,17.57 GPixel/s,35.14 GTexel/s,"1,124 GFLOPS",35.14 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),4.0,,,,,,GeForce 940M
86,GM108,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 13th, 2015",GeForce 900A,PCIe 3.0 x8,1006 MHz,1189 MHz,1253 MHz,1024 MB,GDDR5,64 bit,40.10 GB/s,384,24,8,,64 KB (per SMM),1024 KB,9.512 GPixel/s,28.54 GTexel/s,913.2 GFLOPS,28.54 GFLOPS,33 W,12,4.6,3.0,1.3,6.7 (5.1),3.0,,,,,,GeForce 945A
87,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Oct 27th, 2015",GeForce 900M,MXM-B (3.0),928 MHz,1020 MHz,900 MHz,2 GB,DDR3,128 bit,28.80 GB/s,640,40,16,,64 KB (per SMM),2 MB,16.32 GPixel/s,40.80 GTexel/s,"1,306 GFLOPS",40.80 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,GeForce 945M
88,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Feb 5th, 2015",GeForce 800M,MXM-B (3.0),1097 MHz,1176 MHz,1253 MHz,2 GB,GDDR5,128 bit,80.19 GB/s,640,40,16,,64 KB (per SMM),2 MB,18.82 GPixel/s,47.04 GTexel/s,1.505 TFLOPS,47.04 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,GeForce GTX 860M OEM
89,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Mar 13th, 2015",GeForce 900A,MXM-B (3.0),993 MHz,1124 MHz,1001 MHz,2 GB,DDR3,128 bit,32.03 GB/s,640,40,16,,64 KB (per SMM),2 MB,17.98 GPixel/s,44.96 GTexel/s,"1,439 GFLOPS",44.96 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,GeForce GTX 950A
90,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Mar 13th, 2015",GeForce 900M,PCIe 3.0 x8,993 MHz,1124 MHz,900 MHz,4 GB,DDR3,128 bit,28.80 GB/s,640,40,16,,64 KB (per SMM),2 MB,17.98 GPixel/s,44.96 GTexel/s,"1,439 GFLOPS",44.96 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,GeForce GTX 950M
91,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Mar 13th, 2015",GeForce 900M,MXM-B (3.0),993 MHz,1124 MHz,900 MHz,2 GB,DDR3,128 bit,28.80 GB/s,640,40,16,,64 KB (per SMM),2 MB,17.98 GPixel/s,44.96 GTexel/s,"1,439 GFLOPS",44.96 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,GeForce GTX 950M Mac Edition
92,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Mar 13th, 2015",GeForce 900A,MXM-B (3.0),1097 MHz,1176 MHz,1253 MHz,2 GB,GDDR5,128 bit,80.19 GB/s,640,40,16,,64 KB (per SMM),2 MB,18.82 GPixel/s,47.04 GTexel/s,1.505 TFLOPS,47.04 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,GeForce GTX 960A
93,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Mar 13th, 2015",GeForce 900M,MXM-B (3.0),1097 MHz,1176 MHz,1253 MHz,4 GB,GDDR5,128 bit,80.19 GB/s,640,40,16,,64 KB (per SMM),2 MB,18.82 GPixel/s,47.04 GTexel/s,1.505 TFLOPS,47.04 GFLOPS,75 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,GeForce GTX 960M
94,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Jan 9th, 2015",GeForce 900M,MXM-B (3.0),924 MHz,950 MHz,1253 MHz,2 GB,GDDR5,128 bit,80.19 GB/s,1024,64,32,,48 KB (per SMM),1024 KB,30.40 GPixel/s,60.80 GTexel/s,1.946 TFLOPS,60.80 GFLOPS,unknown,12,4.6,3.0,1.3,6.8,8.0,,,,,,GeForce GTX 965M
95,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Jan 9th, 2015",GeForce 900M,MXM-B (3.0),924 MHz,950 MHz,1253 MHz,2 GB,GDDR5,128 bit,80.19 GB/s,1024,64,32,,48 KB (per SMM),1024 KB,30.40 GPixel/s,60.80 GTexel/s,1.946 TFLOPS,60.80 GFLOPS,unknown,12,4.6,3.0,1.3,6.8,8.0,,,,,,GeForce GTX 965M
96,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Jan 9th, 2015",GeForce 900M,MXM-B (3.0),935 MHz,1150 MHz,1253 MHz,4 GB,GDDR5,128 bit,80.19 GB/s,1024,64,32,,48 KB (per SMM),1024 KB,36.80 GPixel/s,73.60 GTexel/s,2.355 TFLOPS,73.60 GFLOPS,unknown,12,4.6,3.0,1.3,6.8,8.0,,,,,,GeForce GTX 965M 4 GB
97,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Sep 21st, 2015",GeForce 900M,MXM-B (3.0),1064 MHz,1140 MHz,1753 MHz,8 GB,GDDR5,256 bit,224.4 GB/s,2048,128,64,,48 KB (per SMM),2 MB,72.96 GPixel/s,145.9 GTexel/s,4.669 TFLOPS,145.9 GFLOPS,unknown,12,4.6,3.0,1.3,6.8,16.0,,,,,,GeForce GTX 980 Mobile
98,GM20B,Maxwell 2.0,TSMC,20 nm,"2,000 million",118 mm²,"Jan 4th, 2015",Tegra,PCIe 2.0 x4,,,600 MHz,4 GB,LPDDR4,64 bit,9.600 GB/s,256,16,16,,48 KB (per SMM),256 KB,15.97 GPixel/s,15.97 GTexel/s,511.0 GFLOPS,15.97 GFLOPS,6 W,12,4.6,1.2,1.1,6.0,2.0,,,,,,Jetson TX1
99,GM108S,Maxwell,TSMC,28 nm,"1,020 million",77 mm²,"Mar 1st, 2015",Quadro Kepler-M,MXM-A (3.0),1029 MHz,1124 MHz,1001 MHz,2 GB,DDR3,64 bit,16.02 GB/s,384,16,8,,64 KB (per SMM),1024 KB,8.992 GPixel/s,17.98 GTexel/s,863.2 GFLOPS,26.98 GFLOPS,30 W,12,4.6,3.0,1.3,6.7 (5.1),2.0,,,,,,Quadro K620M
100,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Aug 18th, 2015",Quadro Maxwell-M,MXM-A (3.0),993 MHz,1072 MHz,1253 MHz,2 GB,GDDR5,128 bit,80.19 GB/s,512,32,16,,64 KB (per SMM),2 MB,17.15 GPixel/s,34.30 GTexel/s,"1,098 GFLOPS",34.30 GFLOPS,40 W,12,4.6,3.0,1.3,6.7 (5.1),4.0,,,,,,Quadro M1000M
101,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Dec 3rd, 2015",Quadro Maxwell-M,MXM-A (3.0),1098 MHz,1137 MHz,1253 MHz,4 GB,GDDR5,128 bit,80.19 GB/s,640,40,16,,64 KB (per SMM),2 MB,18.19 GPixel/s,45.48 GTexel/s,"1,455 GFLOPS",45.48 GFLOPS,55 W,12,4.6,3.0,1.3,6.7 (5.1),5.0,,,,,,Quadro M2000M
102,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Aug 18th, 2015",Quadro Maxwell-M,PCIe 3.0 x16,823 MHz,924 MHz,1253 MHz,4 GB,GDDR5,256 bit,160.4 GB/s,1024,64,32,,48 KB (per SMM),2 MB,29.57 GPixel/s,59.14 GTexel/s,1.892 TFLOPS,59.14 GFLOPS,75 W,12,4.6,3.0,1.3,6.8,8.0,,,,,,Quadro M3000M
103,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Aug 18th, 2015",Quadro Maxwell-M,PCIe 3.0 x16,975 MHz,1013 MHz,1253 MHz,4 GB,GDDR5,256 bit,160.4 GB/s,1280,80,64,,48 KB (per SMM),2 MB,64.83 GPixel/s,81.04 GTexel/s,2.593 TFLOPS,81.04 GFLOPS,100 W,12,4.6,3.0,1.3,6.8,10.0,,,,,,Quadro M4000M
104,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Aug 18th, 2015",Quadro Maxwell-M,MXM-B (3.0),962 MHz,1051 MHz,1253 MHz,8 GB,GDDR5,256 bit,160.4 GB/s,1536,96,64,,48 KB (per SMM),2 MB,67.26 GPixel/s,100.9 GTexel/s,3.229 TFLOPS,100.9 GFLOPS,100 W,12,4.6,3.0,1.3,6.8,12.0,,,,,,Quadro M5000M
105,GM107,Maxwell,TSMC,28 nm,"1,870 million",148 mm²,"Aug 18th, 2015",Quadro Maxwell-M,MXM-A (3.0),837 MHz,876 MHz,1253 MHz,2 GB,GDDR5,128 bit,80.19 GB/s,384,16,8,,64 KB (per SMM),2 MB,7.008 GPixel/s,14.02 GTexel/s,672.8 GFLOPS,21.02 GFLOPS,30 W,12,4.6,3.0,1.3,6.7 (5.1),2.0,,,,,,Quadro M600M
106,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Aug 30th, 2015",Tesla Maxwell,PCIe 3.0 x16,930 MHz,1180 MHz,1253 MHz,8 GB,GDDR5,256 bit,160.4 GB/s,1536,96,64,,48 KB (per SMM),2 MB,75.52 GPixel/s,113.3 GTexel/s,3.625 TFLOPS,113.3 GFLOPS,100 W,12,4.6,3.0,1.3,6.8,12.0,,,,,,Tesla M6 Mobile
107,GM204,Maxwell 2.0,TSMC,28 nm,"5,200 million",398 mm²,"Aug 30th, 2015",Tesla Maxwell,PCIe 3.0 x16,930 MHz,1180 MHz,1253 MHz,8 GB,GDDR5,256 bit,160.4 GB/s,1536,96,64,,48 KB (per SMM),2 MB,75.52 GPixel/s,113.3 GTexel/s,3.625 TFLOPS,113.3 GFLOPS,100 W,12,4.6,3.0,1.3,6.8,12.0,,,,,,Tesla M6 X2 Mobile
108,GB207,Blackwell 2.0,TSMC,unknown,unknown,unknown,2025,GeForce 50 Mobile,PCIe 5.0 x16,2235 MHz,2520 MHz,1750 MHz,8 GB,GDDR6,128 bit,224.0 GB/s,2560,80,32,,128 KB (per SM),32 MB,80.64 GPixel/s,201.6 GTexel/s,12.90 TFLOPS,201.6 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,20.0,80.0,20.0,,,GeForce RTX 5050 Mobile
109,GB206,Blackwell 2.0,TSMC,unknown,unknown,unknown,2025,GeForce 50 Mobile,PCIe 5.0 x16,2235 MHz,2520 MHz,2500 MHz,8 GB,GDDR7,128 bit,507.2 GB/s,3584,112,32,,128 KB (per SM),32 MB,80.64 GPixel/s,282.2 GTexel/s,18.06 TFLOPS,282.2 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,28.0,112.0,28.0,,,GeForce RTX 5060 Mobile
110,GB206,Blackwell 2.0,TSMC,unknown,unknown,unknown,2025,GeForce 50 Mobile,PCIe 5.0 x16,2235 MHz,2520 MHz,2500 MHz,8 GB,GDDR7,128 bit,507.2 GB/s,4608,144,48,,128 KB (per SM),32 MB,121.0 GPixel/s,362.9 GTexel/s,23.22 TFLOPS,362.9 GFLOPS,115 W,12 Ultimate,4.6,3.0,1.3,6.8,,36.0,144.0,36.0,,,GeForce RTX 5070 Mobile
111,GB205,Blackwell 2.0,TSMC,unknown,unknown,unknown,2025,GeForce 50 Mobile,PCIe 5.0 x16,2235 MHz,2520 MHz,2500 MHz,12 GB,GDDR7,192 bit,760.8 GB/s,6400,200,64,,128 KB (per SM),40 MB,161.3 GPixel/s,504.0 GTexel/s,32.26 TFLOPS,504.0 GFLOPS,140 W,12 Ultimate,4.6,3.0,1.3,6.8,,50.0,200.0,50.0,,,GeForce RTX 5070 Ti Mobile
112,GB203,Blackwell 2.0,TSMC,unknown,unknown,377 mm²,2025,GeForce 50 Mobile,PCIe 5.0 x16,1500 MHz,2000 MHz,2500 MHz,16 GB,GDDR7,256 bit,1.01 TB/s,8192,256,96,,128 KB (per SM),64 MB,192.0 GPixel/s,512.0 GTexel/s,32.77 TFLOPS,512.0 GFLOPS,175 W,12 Ultimate,4.6,3.0,1.3,6.8,,64.0,256.0,64.0,,,GeForce RTX 5080 Mobile
113,GB203,Blackwell 2.0,TSMC,unknown,unknown,377 mm²,2025,GeForce 50 Mobile,PCIe 5.0 x16,1500 MHz,2000 MHz,2500 MHz,16 GB,GDDR7,256 bit,1.01 TB/s,10752,336,128,,128 KB (per SM),64 MB,256.0 GPixel/s,672.0 GTexel/s,43.01 TFLOPS,672.0 GFLOPS,175 W,12 Ultimate,4.6,3.0,1.3,6.8,,84.0,336.0,84.0,,,GeForce RTX 5090 Mobile
114,Strix Point,RDNA 3.5,TSMC,4 nm,"34,000 million",233 mm²,Jul 2024,Navi III IGP,PCIe 4.0 x8,400 MHz,2900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,16,12.0,128 KB per Array,2 MB,46.40 GPixel/s,92.80 GTexel/s,2.970 TFLOPS,185.6 GFLOPS,15 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,12.0,32 KB per WGP,,Radeon 880M
115,Strix Point,RDNA 3.5,TSMC,4 nm,"34,000 million",233 mm²,Jul 2024,Navi III IGP,PCIe 4.0 x8,400 MHz,2900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,1024,64,32,16.0,128 KB per Array,2 MB,92.80 GPixel/s,185.6 GTexel/s,5.939 TFLOPS,371.2 GFLOPS,15 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,16.0,32 KB per WGP,,Radeon 890M
116,GA106,Ampere,Samsung,8 nm,"12,000 million",276 mm²,2024,GeForce 30 Mobile,PCIe 4.0 x8,1065 MHz,1343 MHz,1500 MHz,4 GB,GDDR6,128 bit,192.0 GB/s,1792,56,32,,128 KB (per SM),2 MB,42.98 GPixel/s,75.21 GTexel/s,4.813 TFLOPS,75.21 GFLOPS,45 W,12 Ultimate,4.6,3.0,1.3,6.8,,14.0,56.0,14.0,,,GeForce RTX 3050 A Mobile
117,AD107,Ada Lovelace,TSMC,5 nm,"18,900 million",159 mm²,"Feb 26th, 2024",Quadro Ada-M,PCIe 4.0 x8,1485 MHz,2025 MHz,2000 MHz,6 GB,GDDR6,96 bit,192.0 GB/s,2560,80,48,,128 KB (per SM),12 MB,97.20 GPixel/s,162.0 GTexel/s,10.37 TFLOPS,162.0 GFLOPS,35 W,12 Ultimate,4.6,3.0,1.3,6.8,,20.0,80.0,20.0,,,RTX 1000 Mobile Ada Generation
118,AD107,Ada Lovelace,TSMC,5 nm,"18,900 million",159 mm²,"Feb 26th, 2024",Quadro Ada-M,PCIe 4.0 x8,1485 MHz,2025 MHz,2000 MHz,4 GB,GDDR6,64 bit,128.0 GB/s,2048,64,32,,128 KB (per SM),12 MB,64.80 GPixel/s,129.6 GTexel/s,8.294 TFLOPS,129.6 GFLOPS,35 W,12 Ultimate,4.6,3.0,1.3,6.8,,16.0,64.0,16.0,,,RTX 500 Mobile Ada Generation
119,Dragon Range,RDNA 2.0,TSMC,5 nm,unknown,264 mm²,"Jan 3rd, 2023",Navi II IGP,PCIe 4.0 x8,400 MHz,2200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,128,8,4,2.0,128 KB per Array,2 MB,8.800 GPixel/s,17.60 GTexel/s,563.2 GFLOPS,35.20 GFLOPS,15 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,2.0,32 KB per WGP,,Radeon 610M
120,Rembrandt+,RDNA 2.0,TSMC,6 nm,"13,100 million",208 mm²,"Jan 3rd, 2023",Navi II IGP,PCIe 4.0 x8,1500 MHz,1900 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,384,24,16,6.0,128 KB per Array,2 MB,30.40 GPixel/s,45.60 GTexel/s,"1,459 GFLOPS",91.20 GFLOPS,40 W,12 Ultimate,4.6,2.0,1.3,6.8,,,,6.0,32 KB per WGP,,Radeon 660M
121,Rembrandt+,RDNA 2.0,TSMC,6 nm,"13,100 million",208 mm²,"Jan 3rd, 2023",Navi II IGP,PCIe 4.0 x8,2000 MHz,2200 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,768,48,32,12.0,128 KB per Array,2 MB,70.40 GPixel/s,105.6 GTexel/s,3.379 TFLOPS,211.2 GFLOPS,50 W,12 Ultimate,4.6,2.0,1.3,6.8,,,,12.0,32 KB per WGP,,Radeon 680M
122,Phoenix,RDNA 3.0,TSMC,4 nm,"25,390 million",178 mm²,"Jan 4th, 2023",Navi III IGP,PCIe 4.0 x8,800 MHz,2500 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,256,16,8,4.0,128 KB per Array,2 MB,20.00 GPixel/s,40.00 GTexel/s,2.560 TFLOPS,160.0 GFLOPS,15 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,4.0,32 KB per WGP,,Radeon 740M
123,Phoenix,RDNA 3.0,TSMC,4 nm,"25,390 million",178 mm²,"Dec 6th, 2023",Navi III IGP,PCIe 4.0 x8,800 MHz,2599 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,16,8.0,128 KB per Array,2 MB,41.58 GPixel/s,83.17 GTexel/s,5.323 TFLOPS,332.7 GFLOPS,15 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,8.0,32 KB per WGP,,Radeon 760M
124,Phoenix,RDNA 3.0,TSMC,4 nm,"25,390 million",178 mm²,"Jan 4th, 2023",Navi III IGP,PCIe 4.0 x8,800 MHz,2599 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,512,32,16,8.0,128 KB per Array,2 MB,41.58 GPixel/s,83.17 GTexel/s,5.323 TFLOPS,332.7 GFLOPS,15 W,12 Ultimate,4.6,2.1,1.3,6.8,,,,8.0,32 KB per WGP,,Radeon 760M
